first_name,last_name,dob,last_active,score,member_since,state,source,company_name
Harry,Hampton,1968/04/23,2018/05/24,81,1997,UT,softball,"Martin, Mcknight and Clark"
Amanda,Johnson,1982/07/07,2018/05/25,44,1998,NE,softball,Pearson Group
Mary,Miller,1965/09/19,2018/05/13,64,1977,NC,softball,Williams-Stephenson
Darrell,Long,1960/02/23,2018/01/18,44,2011,MO,softball,"Alvarez, Schaefer and Robertson"
Jay,Holt,1980/05/04,2018/08/19,52,2015,IN,softball,Scott and Sons
Clayton,Mann,1962/11/11,2018/02/15,67,1987,ND,softball,"Kelley, Gilbert and Jackson"
Stephen,King,1977/08/19,2018/12/04,88,1989,NY,softball,"Martin, Mcknight and Clark"
Joseph,Becker,1959/02/04,2018/04/10,63,2002,ND,softball,Williams-Stephenson
Richard,House V,1974/10/28,2018/11/20,70,2003,NH,softball,"Martin, Mcknight and Clark"
Vanessa,Smith,1969/05/17,2019/01/09,80,1991,MO,softball,Mcdonald Inc
Michael,Hawkins,1982/01/29,2018/11/24,48,1999,NY,softball,"Alvarez, Schaefer and Robertson"
Leslie,Delgado,1970/03/09,2018/09/06,88,1991,NY,softball,"Alvarez, Schaefer and Robertson"
Eric,Hall,1967/01/17,2018/10/05,73,1991,AR,softball,Scott and Sons
Christine,Donovan,1990/07/17,2018/10/22,94,1996,TN,softball,Bruce Inc
Danielle,Hicks,1973/05/06,2018/03/29,85,1993,GA,softball,
Jesus,Torres,1986/07/26,2018/04/08,35,2000,NJ,softball,Taylor-Alvarez
Dustin,Gonzalez,1964/01/30,2018/05/29,94,1980,LA,softball,"Hopkins, Barnes and Ward"
Austin,Black,1970/09/22,2018/02/02,98,1985,ID,softball,Williams-Stephenson
James,Grant,1960/12/09,2018/11/20,56,1978,TN,softball,"Hopkins, Barnes and Ward"
Heather,Rodriguez,1977/07/03,2018/02/25,31,1983,CT,softball,"Alvarez, Schaefer and Robertson"
Kimberly,Mcclain,1989/05/10,2018/06/02,99,2006,IN,softball,Pearson Group
Sheila,Williams,1997/11/07,2018/08/29,45,2011,MI,softball,"Hopkins, Barnes and Ward"
Lawrence,Duran MD,1998/08/10,2018/12/21,52,2007,VT,softball,Taylor-Alvarez
Sandra,Webb,1998/03/09,2018/07/24,36,2002,LA,softball,Mcdonald Inc
Kelly,Mcmillan,1963/08/24,2018/01/31,69,1970,MI,softball,"Alvarez, Schaefer and Robertson"
Eileen,Lane,1975/02/26,2018/01/21,65,1978,FL,softball,Rivera-Morrow
Kathleen,Taylor,1968/08/28,2018/05/29,96,1999,NH,softball,Keller Group
Amanda,Miller,1960/02/14,2018/05/09,40,2010,GA,softball,Peterson and Sons
Brooke,Schroeder,1965/04/17,2018/04/17,91,1980,MI,softball,"Hopkins, Barnes and Ward"
Nancy,Ross,1963/06/17,2018/10/05,80,1978,MN,softball,Rivera-Morrow
Christine,Kirk,1986/03/07,2018/03/08,77,2006,NM,softball,"Hopkins, Barnes and Ward"
Summer,Rice,1982/08/17,2018/06/14,35,1994,MT,softball,"Martin, Mcknight and Clark"
William,Austin,1966/11/12,2018/10/01,81,1997,ME,softball,Williams-Stephenson
Joseph,Dunlap,1983/09/09,2018/01/17,69,1984,AR,softball,Rivera Ltd
Brenda,Gonzalez,1990/04/28,2018/10/23,86,2018,MD,softball,"Alvarez, Schaefer and Robertson"
William,Mercer,1974/10/20,2018/03/31,40,2014,IA,softball,"Brown, Vasquez and Sanchez"
Jennifer,Moore,1967/11/28,2018/03/12,55,1974,TN,softball,"Alvarez, Schaefer and Robertson"
Nicole,Kennedy,1990/07/13,2018/12/20,41,2012,MI,softball,Bruce Inc
Kenneth,Blackwell,1980/09/07,2018/04/18,82,1994,WY,softball,"Kelley, Gilbert and Jackson"
Karen,Barnes,1970/02/19,2018/11/23,55,1982,AZ,softball,"Kelley, Gilbert and Jackson"
Jillian,Harrison,1985/08/24,2018/03/26,92,1994,RI,softball,Williams-Stephenson
April,Gilbert,1982/11/14,2018/06/30,59,2012,NY,softball,Parker Group
Benjamin,Moses,1976/10/30,2018/05/14,85,1999,UT,softball,"Kelley, Gilbert and Jackson"
Brian,Roman,1987/06/29,2018/05/08,67,2002,AL,softball,Rivera-Morrow
Donna,Powell,1968/11/06,2018/05/14,60,2004,NH,softball,Pearson Group
Gabriella,Robbins,1966/11/01,2018/04/11,56,1982,MD,softball,Rivera-Morrow
Renee,Quinn,1964/05/16,2018/11/15,57,1990,WV,softball,"Smith, Torres and Matthews"
Jennifer,Kennedy,1963/05/11,2018/07/22,93,1980,DE,softball,Keller Group
Stefanie,Young,1983/08/03,2018/02/10,57,1991,MN,softball,Mcdonald Inc
Kristen,Bradley,1962/01/17,2018/03/17,70,1997,OR,softball,Keller Group
Vincent,Dickson,1965/08/26,2018/11/13,83,2001,MI,softball,"Mullen, Huffman and Vasquez"
David,Mccoy,1972/09/29,2018/06/06,44,1993,KS,softball,Scott and Sons
Michael,Phillips,1968/01/29,2018/12/08,64,2005,ME,softball,Keller Group
Cathy,Haynes,1982/11/26,2018/06/28,44,2007,RI,softball,Keller Group
Jason,Garcia,1967/01/03,2018/10/27,64,2000,OK,softball,Williams-Stephenson
Elizabeth,Munoz,1968/07/24,2018/01/31,50,2006,SD,softball,Rivera Ltd
Karen,Becker,1960/09/12,2018/07/17,90,2005,KY,softball,"Brown, Vasquez and Sanchez"
Danny,Waters,1962/09/14,2018/04/02,31,2008,TN,softball,Williams-Stephenson
Patrick,Rodgers,1967/02/05,2018/03/12,66,1976,OH,softball,"Hopkins, Barnes and Ward"
Briana,Smith,1966/11/21,2018/06/20,83,1980,VT,softball,Parker Group
Calvin,Kent,1984/12/04,2018/04/07,59,1991,ID,softball,
Diana,Myers,1970/12/17,2018/02/09,82,2018,NJ,softball,Williams-Stephenson
Corey,Harrington,1997/10/05,2018/09/19,49,2012,DE,softball,"Smith, Torres and Matthews"
Jennifer,Ibarra,1968/08/04,2018/01/12,82,1992,HI,softball,Scott and Sons
Lawrence,Gonzalez,1961/07/26,2018/07/23,65,2018,NH,softball,Rivera Ltd
Carl,Park,1974/07/02,2018/10/09,68,1989,MT,softball,"Jackson, Carlson and Contreras"
Anthony,Davis,1974/12/08,2018/02/18,88,1976,NY,softball,Mcdonald Inc
Julia,Mercado,1993/08/13,2018/05/31,99,2002,HI,softball,Peterson and Sons
John,Gardner,1969/04/26,2018/06/08,52,1975,NY,softball,"Martin, Mcknight and Clark"
Kara,James,1964/12/28,2018/06/24,50,1976,CO,softball,Bruce Inc
Dr.,Cynthia Johnson DDS,1983/02/20,2018/11/17,50,2012,IA,softball,"Brown, Vasquez and Sanchez"
John,Ponce,1983/03/23,2018/06/15,97,1986,UT,softball,Bruce Inc
Rebecca,Evans,1992/03/14,2018/04/13,36,1999,UT,softball,Taylor-Alvarez
Daniel,Hobbs,1975/05/13,2018/02/08,85,2006,VT,softball,"Alvarez, Schaefer and Robertson"
Mrs.,Tonya Gutierrez,1965/05/14,2018/01/24,31,2013,WA,softball,Hunter Ltd
Linda,Hampton,1980/05/29,2018/08/30,32,2015,KS,softball,"Martin, Mcknight and Clark"
Jessica,Perez,1973/07/30,2018/10/21,50,2002,MA,softball,Rivera Ltd
Mrs.,Susan Richardson DDS,1979/09/03,2018/07/14,58,2001,IA,softball,Peterson and Sons
Jodi,Arroyo,1966/07/10,2018/09/26,43,1979,FL,softball,Scott and Sons
Michelle,Sanders,1971/06/16,2018/06/09,76,2008,HI,softball,Rivera-Morrow
Michael,Kelly,1975/08/23,2018/03/09,34,2007,NH,softball,"Alvarez, Schaefer and Robertson"
Rhonda,Hernandez,1969/07/25,2018/07/17,52,1996,AK,softball,"Hopkins, Barnes and Ward"
John,Garcia,1974/11/28,2018/03/21,80,1995,FL,softball,Williams-Stephenson
Ashley,Potter,1965/11/07,2018/11/25,99,2003,NE,softball,Pearson Group
Lisa,Hampton,1991/05/16,2018/12/05,67,2011,MI,softball,Williams-Stephenson
Michael,Turner,1959/03/06,2018/04/06,59,1986,WI,softball,Scott and Sons
Susan,Palmer,1977/04/23,2018/04/04,93,2011,MA,softball,
Keith,Guerrero,1987/09/30,2018/07/04,96,2017,OH,softball,Peterson and Sons
Leslie,Thompson,1982/06/01,2018/11/07,77,1984,CO,softball,"Brown, Vasquez and Sanchez"
Adam,Bennett,1993/09/20,2018/12/23,80,2010,MS,softball,Pearson Group
Deborah,Lewis,1968/05/15,2018/08/10,57,1980,CO,softball,Taylor-Alvarez
Jennifer,Bernard,1972/10/10,2018/10/11,46,2005,NE,softball,"Hopkins, Barnes and Ward"
Megan,Werner,1979/03/30,2018/10/13,58,2005,NH,softball,Rivera-Morrow
Edwin,Jackson,1993/11/30,2018/08/01,42,2007,IL,softball,Peterson and Sons
Angela,Bowman,1978/07/25,2018/10/15,48,2008,PA,softball,"Mullen, Huffman and Vasquez"
Shannon,Walker,1959/02/22,2018/04/20,55,1976,MT,softball,Bruce Inc
Joseph,Obrien,1974/04/27,2018/04/03,85,1978,TX,softball,"Brown, Vasquez and Sanchez"
Patrick,Bullock,1961/04/01,2018/02/20,50,2014,DE,softball,"Smith, Torres and Matthews"
Robin,Reyes,1966/11/22,2018/07/21,47,1993,ME,softball,Rivera-Morrow
Bradley,Myers,1972/03/27,2018/01/24,61,2012,RI,softball,"Mullen, Huffman and Vasquez"
George,Lewis,1995/03/18,2018/02/26,57,2001,WA,softball,
Stephen,Adams,1963/11/10,2018/08/29,51,2007,WY,softball,Rivera Ltd
Julie,Scott,1968/06/13,2018/10/11,34,1988,NM,softball,"Brown, Vasquez and Sanchez"
James,Ingram,1970/10/28,2018/03/22,54,1993,AK,softball,Rivera Ltd
Lisa,Simmons DVM,1965/03/19,2018/02/26,79,1997,MN,softball,Rivera Ltd
Elizabeth,Sheppard,1963/02/11,2018/09/14,61,1973,NH,softball,"Mullen, Huffman and Vasquez"
Alexander,Long,1975/11/01,2018/05/03,91,1977,WY,softball,"Brown, Vasquez and Sanchez"
Travis,Gibson,1975/08/30,2018/01/30,40,2018,ND,softball,Keller Group
Charles,Thomas,1967/10/03,2018/10/07,74,1978,NV,softball,Hunter Ltd
Christopher,Williams,1969/03/14,2018/05/09,48,2010,ID,softball,Pearson Group
Shawn,Bell,1990/09/19,2018/10/30,37,1997,MA,softball,"Hopkins, Barnes and Ward"
Anita,Davis,1984/11/21,2018/10/20,64,2009,KS,softball,Taylor-Alvarez
Vickie,Thomas,1970/10/29,2018/05/23,82,2018,ID,softball,"Mullen, Huffman and Vasquez"
William,Young,1963/01/01,2018/06/27,67,1994,OH,softball,"Smith, Torres and Matthews"
Paul,Morrison,1981/02/06,2018/08/03,60,2009,VA,softball,"Martin, Mcknight and Clark"
Kaylee,Baker,1975/08/18,2018/03/04,73,1984,NV,softball,"Kelley, Gilbert and Jackson"
Michael,Smith,1983/06/24,2018/11/21,51,2010,AL,softball,Pearson Group
Danielle,Spencer,1987/07/26,2018/11/04,94,1994,AR,softball,Hunter Ltd
Robert,Haney,1959/11/21,2018/08/13,33,2016,LA,softball,Peterson and Sons
Jesse,Goodwin,1981/02/23,2018/09/03,97,2011,IA,softball,Pearson Group
Joseph,Carter,1978/06/17,2018/04/01,83,2009,WV,softball,Parker Group
James,Hill,1976/09/05,2018/12/20,59,1989,MS,softball,"Kelley, Gilbert and Jackson"
Kenneth,Mann,1970/07/26,2018/04/29,74,2006,MN,softball,Rivera-Morrow
William,Berry,1989/05/29,2018/04/02,78,2009,IN,softball,"Alvarez, Schaefer and Robertson"
Stephanie,Kim,1986/05/20,2018/09/12,41,2004,FL,softball,Rivera-Morrow
Maria,Jones,1961/11/14,2018/07/21,40,2003,LA,softball,Rivera Ltd
Thomas,Douglas,1990/05/19,2018/10/14,56,2004,MA,softball,"Hopkins, Barnes and Ward"
Michael,Gates,1967/09/27,2018/02/18,42,1989,AR,softball,
Carlos,Cameron,1973/09/13,2018/06/14,69,1998,PA,softball,Pearson Group
Jennifer,Peterson,1990/03/19,2018/09/18,95,2002,SC,softball,Taylor-Alvarez
Sean,Gonzalez,1978/02/11,2018/07/11,35,2008,KS,softball,"Alvarez, Schaefer and Robertson"
John,Rose,1967/02/02,2018/12/28,71,2014,HI,softball,
Larry,Morrison,1968/05/16,2018/04/04,51,1989,GA,softball,Bruce Inc
Debbie,Greer,1983/09/25,2018/11/20,38,1997,NJ,softball,Peterson and Sons
Dr.,Richard Allen MD,1982/08/31,2018/09/24,79,2016,HI,softball,"Brown, Vasquez and Sanchez"
Gary,Hunt,1967/05/03,2018/12/06,39,2003,MA,softball,Williams-Stephenson
Cameron,Gonzalez,1995/05/21,2018/05/13,94,2005,MA,softball,"Mullen, Huffman and Vasquez"
Scott,Jenkins,1993/03/28,2018/08/20,44,2017,WY,softball,"Martin, Mcknight and Clark"
Michael,Ross,1967/09/25,2018/02/19,44,2001,IL,softball,Bruce Inc
Sabrina,Garcia,1977/10/26,2018/03/27,51,1998,GA,softball,Peterson and Sons
Terri,Hughes,1969/01/07,2018/01/20,54,2015,HI,softball,Taylor-Alvarez
Brittany,Santos,1970/06/24,2018/12/26,81,1972,NC,softball,"Hopkins, Barnes and Ward"
Richard,Thompson,1980/03/11,2018/06/08,91,2005,LA,softball,"Jackson, Carlson and Contreras"
Dr.,Daniel Torres,1993/04/20,2018/02/18,55,2009,OR,softball,Rivera-Morrow
Jeffrey,Baldwin,1982/12/28,2018/11/09,95,2009,AL,softball,
Dean,Thomas,1988/09/05,2018/07/18,45,2006,TN,softball,"Alvarez, Schaefer and Robertson"
Gwendolyn,Lowe,1960/11/04,2018/03/22,94,1977,CA,softball,"Mullen, Huffman and Vasquez"
Robert,Jones,1998/08/02,2018/07/08,34,2010,IA,softball,Peterson and Sons
Andrew,Morrison,1994/11/16,2018/12/22,95,2007,PA,softball,Scott and Sons
Steven,Miller,1985/08/22,2018/04/04,48,2008,IA,softball,Taylor-Alvarez
Brittany,Allen,1975/01/05,2018/01/16,47,2010,AL,softball,"Brown, Vasquez and Sanchez"
Blake,Wong,1961/10/25,2018/08/22,90,1990,SD,softball,"Smith, Torres and Matthews"
Robert,Stone,1960/04/02,2018/02/05,84,2013,SC,softball,Scott and Sons
Patrick,Lucas,1962/12/07,2018/04/30,70,1973,AL,softball,"Jackson, Carlson and Contreras"
Matthew,Murphy,1992/11/02,2018/08/14,53,1999,FL,softball,Bruce Inc
Christopher,Miller,1961/04/18,2018/04/22,94,1970,NC,softball,Rivera-Morrow
Katherine,Mora,1967/04/25,2018/03/01,83,2009,IN,softball,"Alvarez, Schaefer and Robertson"
Lauren,Green,1993/01/17,2018/05/07,48,1995,LA,softball,Scott and Sons
Kimberly,Noble,1963/07/18,2018/01/14,64,1992,ID,softball,"Martin, Mcknight and Clark"
Nancy,Campbell,1983/05/08,2018/06/26,86,1997,UT,softball,Rivera Ltd
Vicki,Edwards,1971/10/04,2018/02/04,70,1976,RI,softball,Hunter Ltd
Tiffany,Garcia DDS,1969/08/14,2018/03/26,41,2003,AK,softball,Williams-Stephenson
Ashley,Moore,1968/05/30,2018/09/15,67,2003,OH,softball,Hunter Ltd
Denise,Petersen,1974/01/27,2018/12/01,72,2003,IL,softball,Hunter Ltd
Laura,Crawford,1984/01/25,2018/07/26,93,1997,MI,softball,Keller Group
Sarah,English,1977/09/12,2018/01/23,51,1994,MO,softball,Mcdonald Inc
Daniel,Smith,1969/08/27,2018/08/09,75,2015,NJ,softball,
Timothy,Lopez,1968/08/19,2018/03/31,79,1983,KS,softball,Mcdonald Inc
Jessica,Terrell,1976/10/09,2018/09/11,46,1995,MD,softball,"Martin, Mcknight and Clark"
Stephanie,Walton,1972/01/08,2018/01/31,92,2013,NJ,softball,"Smith, Torres and Matthews"
Kevin,Summers,1988/11/02,2018/09/18,81,2017,FL,softball,"Martin, Mcknight and Clark"
Michael,Ramirez,1992/04/12,2018/02/12,48,2003,MS,softball,"Brown, Vasquez and Sanchez"
Cathy,Holland,1975/10/30,2018/10/31,43,1986,ND,softball,"Alvarez, Schaefer and Robertson"
Matthew,Miranda,1973/05/31,2018/07/02,77,2006,NY,softball,"Brown, Vasquez and Sanchez"
Brittany,Buchanan,1964/12/19,2018/02/11,94,2014,CT,softball,"Kelley, Gilbert and Jackson"
Aaron,Mcclain,1968/11/26,2018/12/14,87,1971,OR,softball,"Jackson, Carlson and Contreras"
Kimberly,Dixon,1973/01/30,2018/04/26,50,2006,CA,softball,
Brian,Fleming,1966/12/14,2018/09/14,86,1996,AZ,softball,"Brown, Vasquez and Sanchez"
Lori,Henderson,1968/07/22,2018/05/22,69,1970,CA,softball,Taylor-Alvarez
Angela,Dodson,1974/11/05,2018/03/05,87,1989,TN,softball,Taylor-Alvarez
Megan,Keller,1961/04/14,2018/09/21,61,2008,IL,softball,"Smith, Torres and Matthews"
Kara,Hart,1985/11/08,2018/12/14,75,2015,NV,softball,Mcdonald Inc
Denise,Blake,1970/07/26,2018/05/28,78,1979,WI,softball,Peterson and Sons
Cody,Owens,1982/08/04,2018/03/10,48,1997,PA,softball,"Smith, Torres and Matthews"
Jerry,Caldwell,1971/05/16,2018/07/05,34,2015,UT,softball,Pearson Group
Michael,Bradford,1974/11/18,2018/02/24,98,1992,WI,softball,Rivera Ltd
Isaac,Romero,1975/07/08,2018/06/25,36,1980,MA,softball,"Brown, Vasquez and Sanchez"
April,Mills,1974/07/08,2018/11/03,91,1981,MT,softball,Scott and Sons
James,Moore,1963/10/26,2018/06/17,50,1986,OH,softball,"Martin, Mcknight and Clark"
Robert,Craig,1977/01/25,2018/05/11,98,1979,AL,softball,"Smith, Torres and Matthews"
Andrew,Carey,1991/06/28,2018/06/22,48,1996,NJ,softball,"Brown, Vasquez and Sanchez"
Jason,Holmes,1962/01/23,2018/08/01,40,2006,NC,softball,Hunter Ltd
John,Payne,1996/07/24,2018/01/25,54,2018,KS,softball,Rivera Ltd
Jonathan,Monroe,1961/11/18,2018/09/30,79,1999,DE,softball,"Mullen, Huffman and Vasquez"
Jennifer,Steele,1959/09/17,2018/05/08,58,1997,SC,softball,"Martin, Mcknight and Clark"
Kimberly,Ball,1968/07/07,2018/05/20,59,1972,OH,softball,Taylor-Alvarez
Jill,Henry,1969/11/03,2018/09/06,53,1986,LA,softball,Keller Group
Kelsey,Gonzalez,1976/09/09,2018/10/06,71,1986,MA,softball,Hunter Ltd
Jasmine,Adams,1997/04/02,2018/12/25,74,2016,NC,softball,Rivera Ltd
Melissa,Spencer,1960/04/09,2018/04/13,78,2007,IL,softball,
Laura,Bennett,1995/03/21,2018/10/22,68,2004,MA,softball,"Hopkins, Barnes and Ward"
Tonya,Case,1970/03/17,2018/06/06,90,2003,WY,softball,"Jackson, Carlson and Contreras"
Gary,Robinson,1962/11/25,2018/07/18,82,1979,LA,softball,"Kelley, Gilbert and Jackson"
Donna,Rodriguez,1974/08/14,2018/05/03,85,2011,AZ,softball,Taylor-Alvarez
Melody,Nielsen,1982/10/05,2018/12/12,93,2008,LA,softball,Scott and Sons
Jose,Reyes,1978/06/29,2018/09/14,30,1980,MT,softball,Parker Group
Amy,Mullins DVM,1970/06/15,2018/04/29,52,1979,WY,softball,Taylor-Alvarez
John,Chung,1993/08/26,2018/08/20,90,2006,WY,softball,"Jackson, Carlson and Contreras"
John,Myers,1989/02/10,2018/02/25,72,2001,HI,softball,
Joshua,Alexander,1970/06/21,2018/02/16,86,1988,MO,softball,"Kelley, Gilbert and Jackson"
Daniel,Robinson,1984/12/18,2018/03/08,71,1989,MO,softball,"Mullen, Huffman and Vasquez"
Steven,Dorsey,1992/01/18,2018/11/19,91,2003,IN,softball,Scott and Sons
Cameron,Rojas,1972/01/06,2018/07/24,37,2013,MT,softball,Rivera-Morrow
Debra,Clark,1959/08/17,2018/02/22,79,2012,NC,softball,"Alvarez, Schaefer and Robertson"
Jennifer,Higgins,1969/01/06,2018/01/14,32,2006,TN,softball,"Martin, Mcknight and Clark"
Daniel,Vasquez,1967/03/09,2018/07/16,80,1984,SC,softball,Taylor-Alvarez
Heather,Glenn,1979/10/21,2018/09/20,73,2014,ND,softball,"Hopkins, Barnes and Ward"
Michelle,Morrison,1963/08/12,2018/07/18,57,1993,NV,softball,"Brown, Vasquez and Sanchez"
Martin,Chapman,1963/05/17,2018/05/21,82,2018,PA,softball,Hunter Ltd
Joseph,Torres,1974/02/26,2018/11/28,61,2001,TX,softball,Pearson Group
Thomas,Gordon,1977/12/27,2018/03/20,36,1990,WA,softball,"Hopkins, Barnes and Ward"
Cheryl,Hobbs,1988/07/27,2018/05/14,32,2013,RI,softball,Mcdonald Inc
Tyler,Jones,1990/09/18,2018/03/08,43,1991,AR,softball,Rivera Ltd
Joshua,Hernandez,1977/10/08,2018/11/11,33,1984,LA,softball,Mcdonald Inc
Kristin,Curry,1980/08/08,2018/09/24,96,1983,VT,softball,Pearson Group
Andrew,Reyes,1962/03/06,2018/04/15,40,2001,AK,softball,Pearson Group
Matthew,Marquez,1983/10/04,2018/09/22,41,2013,NV,softball,Keller Group
Ann,Lowe,1966/01/28,2018/01/28,69,1992,MS,softball,Peterson and Sons
Alicia,Compton,1987/04/21,2019/01/09,36,1989,HI,softball,
Jeffrey,Schwartz,1970/03/25,2018/07/26,65,1980,ME,softball,Keller Group
Billy,Fisher,1980/07/16,2018/04/21,74,1985,MN,softball,"Hopkins, Barnes and Ward"
Tiffany,Newman,1960/07/02,2018/03/23,71,1980,NE,softball,
Amy,Phillips,1967/09/29,2018/08/31,40,1983,NC,softball,Parker Group
Kevin,Patterson,1975/09/12,2018/01/15,61,2011,OH,softball,"Kelley, Gilbert and Jackson"
Dawn,Goodman,1984/08/21,2018/05/08,60,1990,VT,softball,"Alvarez, Schaefer and Robertson"
Ashley,Montoya,1998/09/21,2018/04/09,31,2011,FL,softball,Pearson Group
Alyssa,Hall,1979/05/11,2018/08/31,56,1999,UT,softball,Williams-Stephenson
Miguel,Scott MD,1964/07/19,2018/11/06,30,2011,TX,softball,"Alvarez, Schaefer and Robertson"
Michael,Leblanc,1987/06/19,2018/08/22,51,2010,KY,softball,Williams-Stephenson
Amber,Brown,1966/04/26,2018/08/14,92,1971,NH,softball,Taylor-Alvarez
Molly,Smith,1965/11/20,2018/06/10,68,2007,WV,softball,Mcdonald Inc
Wayne,Camacho,1995/02/07,2018/09/04,57,2007,WV,softball,"Mullen, Huffman and Vasquez"
Justin,Brown,1982/03/06,2018/07/18,94,1997,OR,softball,"Mullen, Huffman and Vasquez"
Brittney,Heath,1991/01/13,2018/10/07,32,2002,GA,softball,Hunter Ltd
Dustin,Singleton,1973/11/12,2019/01/06,43,1990,LA,softball,"Brown, Vasquez and Sanchez"
Cody,Ellison,1997/10/07,2018/03/04,44,1999,AL,softball,Bruce Inc
Kevin,Barrett,1979/03/21,2018/02/25,93,1998,FL,softball,Rivera Ltd
Mark,Lin,1966/08/30,2018/05/16,93,2011,AR,softball,"Hopkins, Barnes and Ward"
Christopher,Vasquez,1980/08/22,2018/02/04,73,2003,IA,softball,
Natalie,Fernandez,1962/01/10,2018/06/21,40,2004,VT,softball,Peterson and Sons
Bryce,Johnson,1971/06/21,2018/07/02,71,1987,TX,softball,"Martin, Mcknight and Clark"
Whitney,Adkins,1994/07/19,2018/09/08,71,2007,CA,softball,"Martin, Mcknight and Clark"
Blake,Gould,1971/06/11,2018/02/07,93,1984,VA,softball,Keller Group
Holly,Compton,1978/04/10,2018/11/24,32,1983,AR,softball,Peterson and Sons
Jennifer,Moore,1992/05/26,2018/10/15,64,1993,NH,softball,Keller Group
Amy,Porter,1990/08/29,2018/12/02,42,2011,HI,softball,"Smith, Torres and Matthews"
Tristan,Wells,1982/01/25,2019/01/07,55,2009,KS,softball,Peterson and Sons
Roger,Murray,1969/10/30,2018/03/29,38,2010,SD,softball,
Rachel,Williams,1968/08/20,2018/08/09,93,2000,MN,softball,"Martin, Mcknight and Clark"
Noah,Johnson,1959/10/30,2018/10/06,95,2002,LA,softball,Williams-Stephenson
Melissa,English,1977/07/12,2018/05/04,57,2017,CA,softball,Pearson Group
Maria,Ortiz,1986/03/04,2018/06/14,96,1993,MT,softball,"Martin, Mcknight and Clark"
Elizabeth,Burton,1959/12/24,2018/03/13,75,1997,AK,softball,"Mullen, Huffman and Vasquez"
Jennifer,Bryant,1985/12/23,2018/08/24,64,2010,CT,softball,Taylor-Alvarez
Michelle,Warren,1990/08/02,2018/03/09,83,2005,CT,softball,Bruce Inc
Geoffrey,Montoya,1965/12/16,2018/05/26,84,2011,IL,softball,Scott and Sons
David,Boyer Jr.,1965/03/06,2018/04/29,47,2005,KS,softball,"Hopkins, Barnes and Ward"
Corey,Crane,1996/01/16,2018/10/20,44,2001,KY,softball,Williams-Stephenson
Wendy,Baker,1963/07/02,2018/04/10,77,1996,NC,softball,Hunter Ltd
Margaret,Johns,1984/03/08,2018/11/17,95,1988,SC,softball,"Brown, Vasquez and Sanchez"
Larry,Collins,1960/12/25,2018/03/22,41,2014,MS,softball,"Jackson, Carlson and Contreras"
William,Bernard,1976/01/03,2018/02/07,37,2006,OR,softball,Pearson Group
Douglas,Hughes,1961/04/18,2018/12/16,86,2018,WV,softball,"Kelley, Gilbert and Jackson"
Anita,Gonzalez,1962/09/29,2018/04/11,36,2002,TX,softball,Mcdonald Inc
Jessica,Griffin,1962/06/11,2018/02/27,58,1978,OK,softball,Hunter Ltd
Erin,Smith,1959/10/27,2018/09/26,70,1999,IN,softball,Rivera-Morrow
Robert,Hill,1971/01/14,2018/11/05,74,1989,AL,softball,Taylor-Alvarez
Robin,Acevedo,1985/08/15,2018/11/16,72,2013,OK,softball,Parker Group
Donna,Park DVM,1988/09/02,2018/08/18,36,2016,WI,softball,"Smith, Torres and Matthews"
Tammy,Hall,1994/07/25,2018/09/09,55,2011,CA,softball,"Alvarez, Schaefer and Robertson"
Diana,Pearson,1979/02/13,2018/11/16,69,2002,IA,softball,"Hopkins, Barnes and Ward"
John,Clark,1963/12/07,2018/08/25,96,1997,MS,softball,"Mullen, Huffman and Vasquez"
Sarah,Baird,1969/09/05,2018/10/28,49,1985,DE,softball,"Martin, Mcknight and Clark"
Joshua,Graham,1989/11/18,2018/11/10,58,2016,NV,softball,Rivera Ltd
Lindsey,Stephens,1965/08/14,2018/08/21,86,2013,LA,softball,"Hopkins, Barnes and Ward"
Dustin,Keith,1960/09/18,2018/11/01,47,1992,UT,softball,Mcdonald Inc
Robert,Hart,1961/09/20,2018/08/12,85,1978,MI,softball,Scott and Sons
Elizabeth,Smith,1978/07/16,2018/09/02,82,1991,AR,softball,Scott and Sons
Patrick,Mcfarland,1987/08/20,2018/10/05,83,2004,ND,softball,Keller Group
Andrea,Gray,1981/07/24,2019/01/09,39,1985,WV,softball,"Martin, Mcknight and Clark"
Michael,Wallace,1973/03/01,2018/09/17,44,2010,OK,softball,Williams-Stephenson
Zachary,Hurst,1980/03/03,2018/06/13,43,1990,ID,softball,Mcdonald Inc
Ariana,Lawrence,1996/03/21,2018/04/14,35,2007,IL,softball,"Brown, Vasquez and Sanchez"
Joshua,Miller,1959/09/26,2018/07/24,30,2009,CO,softball,
Katherine,Taylor,1971/12/25,2018/01/28,34,1993,NE,softball,Hunter Ltd
Sara,Villanueva,1982/04/10,2018/07/15,71,1990,NY,softball,Bruce Inc
Karen,Collier,1977/01/31,2018/02/02,54,2006,MS,softball,"Mullen, Huffman and Vasquez"
Corey,Mason,1975/10/17,2018/10/15,91,1979,IN,softball,"Smith, Torres and Matthews"
William,Day,1972/06/22,2018/10/28,95,2016,WV,softball,Rivera Ltd
Lisa,Guerrero,1982/03/17,2018/07/19,73,2002,DE,softball,Hunter Ltd
Mary,Alvarez,1989/01/29,2018/06/14,57,2005,ME,softball,
Howard,Williams,1977/12/11,2018/09/11,52,2014,MN,softball,"Hopkins, Barnes and Ward"
