first_name,last_name,dob,last_active,score,member_since,state,source,company_name
Elizabeth,Hansen,1982/10/01,2018/04/27,78,1976,TN,softball,Bruce Inc
Sarah,Sanchez,1981/07/24,2018/01/12,73,1978,PA,softball,"Martin, Mcknight and Clark"
Patrick,Taylor II,1980/09/17,2018/07/05,81,1971,KS,softball,Peterson and Sons
Beverly,Vega DDS,1972/10/25,2018/04/18,32,1972,WI,softball,"Alvarez, Schaefer and Robertson"
Jamie,Everett,1992/10/25,2018/02/07,90,1975,UT,softball,"Hopkins, Barnes and Ward"
Daniel,Barnes,1994/12/05,2018/01/10,49,1979,FL,softball,"Mullen, Huffman and Vasquez"
Katherine,Cunningham,1996/04/02,2018/03/11,61,1970,NJ,softball,Williams-Stephenson
Jessica,Gordon,1997/06/16,2018/08/05,64,1975,IL,softball,Bruce Inc
Beth,Perez,1990/02/02,2018/09/11,59,1974,CA,softball,Rivera-Morrow
Toni,Simpson,1981/05/08,2018/07/31,81,1975,WV,softball,"Hopkins, Barnes and Ward"
Dylan,Scott,1986/01/30,2018/07/21,34,1975,VA,softball,"Brown, Vasquez and Sanchez"
Elijah,Valdez,1992/03/31,2018/06/13,69,1975,RI,softball,Parker Group
Mark,Martinez,1992/11/17,2018/01/19,42,1981,MT,softball,Williams-Stephenson
Justin,Rose,1993/01/06,2018/02/04,41,1990,NM,softball,"Jackson, Carlson and Contreras"
Rebecca,Robinson DDS,1988/04/01,2018/01/30,78,1988,NC,softball,Taylor-Alvarez
Maria,Hernandez,1988/01/24,2018/07/18,35,1984,MA,softball,"Hopkins, Barnes and Ward"
Benjamin,Graves,1991/06/14,2018/10/05,40,1981,MS,softball,Parker Group
Alexander,Bishop,1985/08/20,2018/01/24,41,1977,LA,softball,Hunter Ltd
Edward,Campbell,1991/09/06,2018/02/16,49,1972,ME,softball,"Martin, Mcknight and Clark"
Julie,Davidson,1988/11/23,2018/01/17,99,1975,LA,softball,Mcdonald Inc
Lisa,Dillon,1995/03/20,2018/12/02,96,1994,FL,softball,Scott and Sons
Ebony,Lewis,1976/12/10,2018/10/20,36,1970,WV,softball,
Dominique,Walters,1990/01/14,2018/10/06,93,1982,CT,softball,
Jake,Lane,1985/05/08,2018/11/05,45,1970,IL,softball,Rivera Ltd
Joshua,Davis,1989/08/29,2018/05/31,47,1986,AR,softball,Pearson Group
Robert,Thomas,1980/05/05,2018/09/23,45,1979,OK,softball,Keller Group
Mrs.,Jaime Nguyen,1994/04/10,2018/04/26,59,1983,KS,softball,Mcdonald Inc
Sara,Miller,1991/11/24,2018/09/02,31,1981,MD,softball,"Smith, Torres and Matthews"
Paul,Mcpherson,1980/07/15,2018/01/09,51,1975,NY,softball,Keller Group
Kristina,Fuller,1994/09/15,2018/09/10,46,1979,UT,softball,Williams-Stephenson
Todd,Mitchell,1996/08/24,2018/03/29,38,1989,MO,softball,"Mullen, Huffman and Vasquez"
Brian,Garcia,1995/06/01,2018/03/03,41,1984,VT,softball,"Alvarez, Schaefer and Robertson"
Dana,Weaver,1996/11/02,2018/02/13,70,1993,DE,softball,"Martin, Mcknight and Clark"
Stacey,Harper,1990/08/31,2018/07/16,59,1981,MD,softball,Williams-Stephenson
Erica,Green,1988/10/12,2018/02/20,55,1976,KS,softball,Rivera Ltd
Elizabeth,Williams,1997/11/03,2018/04/30,86,1977,ND,softball,Mcdonald Inc
Luis,Cole,1989/12/12,2018/07/27,40,1980,NE,softball,Peterson and Sons
Lisa,Jensen,1986/05/24,2018/06/13,58,1985,WA,softball,Scott and Sons
Tiffany,Stevens,1994/12/06,2018/06/09,32,1979,MN,softball,
Krystal,Williams,1984/06/25,2018/07/30,73,1979,MN,softball,Hunter Ltd
Shannon,Miller,1996/04/22,2018/02/15,90,1974,NV,softball,"Martin, Mcknight and Clark"
Antonio,Kramer,1982/02/21,2018/03/19,69,1980,VT,softball,Hunter Ltd
Ashley,Williams,1981/12/27,2018/08/04,84,1972,KY,softball,Taylor-Alvarez
Karen,Erickson,1985/07/04,2018/07/18,93,1977,SD,softball,Williams-Stephenson
Eric,Vincent,1986/04/18,2018/07/29,48,1986,MO,softball,Rivera Ltd
Nicole,Pierce,1995/06/22,2018/02/14,86,1970,IA,softball,Taylor-Alvarez
William,Harris,1988/09/15,2018/01/30,99,1978,CA,softball,Bruce Inc
Joshua,Bailey,1990/02/07,2018/09/06,30,1975,IN,softball,Taylor-Alvarez
Lindsey,Flynn,1996/02/18,2019/01/01,76,1984,NM,softball,Bruce Inc
Mr.,John Kim,1986/07/28,2018/08/01,48,1977,MN,softball,Parker Group
Ashley,Simmons,1986/09/23,2018/08/27,67,1971,OH,softball,"Brown, Vasquez and Sanchez"
Courtney,Martinez,1993/05/24,2018/02/15,84,1970,TX,softball,Pearson Group
Jasmine,Cox,1995/02/03,2018/12/23,37,1977,WI,softball,Williams-Stephenson
Nathan,Harmon,1991/05/09,2018/12/04,45,1989,ND,softball,"Alvarez, Schaefer and Robertson"
Mr.,Matthew Peterson,1997/12/12,2018/02/15,46,1997,AR,softball,"Smith, Torres and Matthews"
Jessica,Miller,1987/10/14,2018/11/29,70,1984,CT,softball,"Brown, Vasquez and Sanchez"
Jared,Douglas,1985/05/15,2018/03/16,63,1977,FL,softball,Pearson Group
Stacy,Landry,1992/06/27,2018/10/06,71,1985,MD,softball,Hunter Ltd
Nicole,Patel,1987/01/22,2018/10/10,72,1985,MO,softball,"Martin, Mcknight and Clark"
Rebecca,Estrada,1993/03/31,2018/12/30,84,1976,MA,softball,
Nicholas,Jenkins,1989/03/13,2018/12/03,40,1979,UT,softball,"Jackson, Carlson and Contreras"
Lisa,Castro,1972/10/13,2018/05/22,40,1970,MN,softball,"Smith, Torres and Matthews"
Darrell,Benson,1994/01/21,2018/08/30,97,1985,CA,softball,Parker Group
Rose,Savage,1996/04/19,2018/12/30,90,1991,NY,softball,Mcdonald Inc
Christopher,Wilson,1989/02/17,2018/08/06,82,1974,DE,softball,"Martin, Mcknight and Clark"
Nancy,Hicks,1994/10/03,2018/04/11,41,1971,TN,softball,Mcdonald Inc
Steven,Barnes,1971/12/29,2018/02/15,71,1970,DE,softball,"Alvarez, Schaefer and Robertson"
Cassandra,Moore,1977/11/25,2018/08/22,38,1973,MI,softball,
Nicholas,Adams,1990/07/10,2018/09/19,76,1980,MO,softball,"Hopkins, Barnes and Ward"
Gregory,Christensen,1979/06/20,2018/07/21,94,1975,NE,softball,Williams-Stephenson
Stacy,Lane,1985/06/04,2018/01/20,47,1975,SD,softball,"Jackson, Carlson and Contreras"
Mr.,Gary Burke,1978/12/28,2018/11/10,81,1978,DE,softball,Scott and Sons
Johnny,Gonzalez DDS,1976/04/12,2018/06/05,52,1975,ND,softball,"Brown, Vasquez and Sanchez"
Timothy,Cohen,1984/05/27,2018/10/06,76,1978,CT,softball,"Hopkins, Barnes and Ward"
Andre,Herrera,1987/11/05,2018/07/06,66,1972,UT,softball,"Kelley, Gilbert and Jackson"
Charles,Osborn,1993/01/26,2018/07/11,37,1984,HI,softball,Parker Group
Teresa,Gardner,1985/03/10,2018/05/04,36,1977,GA,softball,"Kelley, Gilbert and Jackson"
Ellen,Lawrence,1990/08/02,2018/03/12,76,1988,MN,softball,Parker Group
Kayla,Miller,1978/12/30,2018/03/09,90,1977,OR,softball,"Hopkins, Barnes and Ward"
Christopher,King,1994/10/27,2018/06/01,67,1974,NH,softball,Keller Group
Travis,Pollard,1990/12/17,2018/07/07,89,1975,MD,softball,
Roger,Duke,1986/01/22,2018/09/17,53,1975,OR,softball,"Smith, Torres and Matthews"
Martin,Potter,1996/10/21,2018/12/14,42,1972,CA,softball,"Smith, Torres and Matthews"
Jacob,Mosley,1997/09/09,2018/11/10,38,1971,MA,softball,"Hopkins, Barnes and Ward"
Chelsey,Cantu,1996/08/04,2018/03/04,33,1977,MN,softball,Taylor-Alvarez
Samantha,Fletcher,1991/07/24,2018/05/09,84,1975,AZ,softball,Rivera Ltd
Billy,Wood,1995/12/31,2018/06/10,67,1971,IA,softball,Williams-Stephenson
Vanessa,Peters,1988/08/09,2018/04/30,46,1986,ID,softball,Parker Group
Alan,Gay,1992/01/30,2018/05/19,51,1975,WY,softball,Taylor-Alvarez
Christina,Lewis,1992/10/27,2018/12/12,75,1970,PA,softball,"Hopkins, Barnes and Ward"
Stephanie,Moreno,1991/10/17,2018/07/16,93,1986,GA,softball,"Alvarez, Schaefer and Robertson"
Paula,Hardy,1992/11/12,2018/12/25,69,1983,AZ,softball,"Smith, Torres and Matthews"
Alexandra,Collier,1983/10/17,2018/06/22,46,1983,IN,softball,Peterson and Sons
Donald,Morgan,1983/05/05,2018/07/31,72,1977,MS,softball,"Mullen, Huffman and Vasquez"
John,Ayala,1984/06/16,2018/04/29,62,1983,NE,softball,Peterson and Sons
Steven,Bell,1972/08/07,2018/05/14,90,1970,TX,softball,Keller Group
Angel,Mcintosh,1980/01/28,2018/07/14,49,1972,SD,softball,Scott and Sons
Natalie,Delacruz,1976/06/28,2018/04/24,45,1976,TX,softball,Peterson and Sons
Matthew,Larson,1982/08/07,2018/07/16,47,1981,MN,softball,Hunter Ltd
Laura,Thompson,1983/05/27,2018/08/06,74,1974,LA,softball,Scott and Sons
Ashley,Allison,1997/06/12,2018/01/16,40,1991,DE,softball,Hunter Ltd
Julie,Edwards,1989/12/24,2018/05/29,35,1987,NH,softball,"Kelley, Gilbert and Jackson"
Jonathan,Sutton,1982/11/06,2018/06/12,49,1982,RI,softball,Bruce Inc
Jennifer,Fox,1998/07/25,2018/10/22,86,1980,MO,softball,"Alvarez, Schaefer and Robertson"
Barbara,Smith,1991/01/20,2018/10/07,76,1977,AZ,softball,Pearson Group
Troy,Brooks DDS,1988/05/04,2018/08/31,32,1975,PA,softball,"Mullen, Huffman and Vasquez"
Robert,Johns,1999/01/01,2018/11/22,98,1977,WV,softball,Williams-Stephenson
Marcus,Short,1978/07/06,2018/03/18,99,1978,TX,softball,Parker Group
James,Robinson,1975/09/13,2018/05/05,72,1973,AK,softball,Williams-Stephenson
Jerry,Taylor,1988/11/07,2018/07/23,86,1971,RI,softball,"Kelley, Gilbert and Jackson"
David,Myers,1997/01/14,2018/03/02,89,1994,MD,softball,"Hopkins, Barnes and Ward"
Dawn,Mayer,1983/04/28,2018/07/31,68,1977,MT,softball,
Mrs.,Erica Flowers,1986/03/26,2018/05/31,51,1984,MO,softball,Hunter Ltd
Jeffery,Lambert,1984/06/25,2018/06/11,50,1975,OK,softball,
Christopher,Miller,1993/11/01,2018/12/29,61,1973,TX,softball,"Martin, Mcknight and Clark"
Julie,Salazar,1992/03/11,2018/03/21,48,1987,MA,softball,Rivera Ltd
Aaron,Henderson,1998/09/19,2018/10/28,88,1998,NH,softball,"Martin, Mcknight and Clark"
Eric,Perry,1998/05/16,2018/09/23,46,1984,NC,softball,"Kelley, Gilbert and Jackson"
Patricia,Walters,1985/11/20,2018/02/14,85,1980,MO,softball,Rivera Ltd
Anthony,Dean,1994/12/04,2018/03/29,35,1976,AK,softball,Parker Group
Mark,Lindsey,1988/07/04,2018/02/10,78,1986,OH,softball,Mcdonald Inc
Daniel,Collins,1985/08/04,2018/04/09,89,1978,AZ,softball,Peterson and Sons
Dr.,Michael Salazar,1997/06/26,2018/08/06,77,1976,SC,softball,Williams-Stephenson
William,Perez,1990/05/16,2018/12/24,89,1981,FL,softball,Bruce Inc
Patrick,Newman,1985/01/11,2018/03/09,52,1977,ND,softball,Rivera Ltd
Shelby,Jones,1995/10/06,2018/05/26,59,1976,FL,softball,Bruce Inc
Tiffany,Fritz,1990/04/25,2018/07/30,85,1974,NY,softball,"Jackson, Carlson and Contreras"
Donna,Gill,1994/02/24,2018/09/17,61,1981,MN,softball,Rivera-Morrow
Jamie,Cabrera,1998/05/10,2018/06/26,58,1975,OR,softball,"Hopkins, Barnes and Ward"
Denise,Atkinson,1990/06/24,2018/05/24,81,1982,CO,softball,"Alvarez, Schaefer and Robertson"
Samantha,Clayton,1976/09/26,2018/11/02,73,1973,VA,softball,Hunter Ltd
Roberta,Russell,1991/12/14,2018/01/09,37,1971,HI,softball,Mcdonald Inc
Don,Shaw,1990/11/01,2018/05/04,36,1975,NM,softball,Keller Group
Michelle,Dean,1981/01/01,2018/01/13,86,1977,IA,softball,Peterson and Sons
Sarah,Morales,1994/06/19,2018/01/15,94,1991,MO,softball,Rivera-Morrow
Kevin,Mckenzie,1994/04/09,2018/07/27,54,1993,MN,softball,Scott and Sons
Rebecca,Liu,1977/12/06,2018/10/26,96,1971,UT,softball,"Martin, Mcknight and Clark"
Jacqueline,Smith,1988/07/16,2018/07/07,89,1988,SD,softball,"Smith, Torres and Matthews"
Sheila,Frye,1995/12/05,2019/01/02,89,1971,GA,softball,Bruce Inc
Trevor,Heath,1997/01/17,2018/04/21,99,1980,IA,softball,Rivera Ltd
Amanda,Barry,1994/06/07,2018/09/03,70,1985,KY,softball,Hunter Ltd
Laurie,Burgess,1986/02/06,2018/11/25,59,1984,OK,softball,
Michael,Guzman,1975/05/08,2018/12/12,70,1971,MI,softball,"Alvarez, Schaefer and Robertson"
Jose,Murphy,1992/10/01,2018/10/27,44,1985,ME,softball,Hunter Ltd
Courtney,King,1975/10/24,2018/04/13,41,1970,AZ,softball,"Kelley, Gilbert and Jackson"
Brittany,Hess,1989/07/29,2018/09/30,98,1977,OR,softball,Hunter Ltd
David,Shaw,1971/09/10,2018/01/22,59,1970,WA,softball,Mcdonald Inc
Susan,Rojas,1990/01/13,2018/09/08,97,1972,MI,softball,"Alvarez, Schaefer and Robertson"
Donald,Christensen,1990/01/12,2018/05/01,31,1972,ND,softball,"Kelley, Gilbert and Jackson"
Stacey,Newton,1989/01/01,2018/06/21,46,1976,SC,softball,"Hopkins, Barnes and Ward"
Julie,Zamora,1994/03/25,2018/03/04,53,1980,OK,softball,"Brown, Vasquez and Sanchez"
Arthur,Wright,1997/09/01,2018/04/03,50,1992,OH,softball,Peterson and Sons
Chelsea,Howard,1997/10/06,2018/03/14,45,1976,NH,softball,Pearson Group
Robert,Taylor,1996/05/31,2018/10/03,34,1975,AK,softball,"Jackson, Carlson and Contreras"
Jennifer,Stewart,1993/03/13,2018/06/16,89,1971,LA,softball,Rivera Ltd
Chris,Harris,1975/07/17,2018/12/31,88,1975,IA,softball,Williams-Stephenson
Thomas,Brown,1990/05/24,2018/04/12,42,1981,ME,softball,Mcdonald Inc
John,Kelly,1972/12/05,2018/05/27,94,1971,PA,softball,Parker Group
Rodney,Wright,1981/11/26,2018/04/13,95,1981,VA,softball,Keller Group
Mason,Summers,1997/09/15,2018/02/06,83,1991,IA,softball,"Mullen, Huffman and Vasquez"
Samantha,Anderson,1990/05/04,2018/09/10,71,1970,MT,softball,Rivera Ltd
Max,Black DDS,1983/10/26,2018/11/28,41,1978,FL,softball,Taylor-Alvarez
Ian,Roberts,1997/08/05,2018/06/14,39,1982,MT,softball,Keller Group
George,Hurley,1983/03/19,2018/07/02,88,1973,MI,softball,"Martin, Mcknight and Clark"
Marissa,Fritz,1997/03/18,2018/02/24,55,1988,MS,softball,
Mary,Williams,1986/12/28,2018/09/10,53,1970,CT,softball,Taylor-Alvarez
Christopher,Allen,1992/03/06,2018/12/01,91,1978,ID,softball,Scott and Sons
Kelly,Long,1979/05/18,2018/03/16,53,1974,NC,softball,Rivera-Morrow
Cynthia,Massey,1988/01/22,2018/03/22,88,1980,OK,softball,"Mullen, Huffman and Vasquez"
Mary,Weaver,1989/05/03,2018/06/28,39,1973,IN,softball,"Martin, Mcknight and Clark"
Amy,Allen,1991/05/27,2018/02/17,41,1981,VT,softball,Parker Group
William,Huang,1991/12/02,2018/11/19,74,1974,KY,softball,"Kelley, Gilbert and Jackson"
Emily,Thompson,1994/05/24,2018/03/10,45,1983,CT,softball,"Alvarez, Schaefer and Robertson"
Chris,Robinson,1997/02/28,2018/05/19,75,1984,CT,softball,
James,Nelson,1989/09/30,2018/09/22,85,1988,VA,softball,Bruce Inc
Dylan,Davis,1993/02/11,2018/02/24,66,1983,CO,softball,"Kelley, Gilbert and Jackson"
Danny,Esparza,1987/07/12,2018/04/13,41,1973,WY,softball,"Martin, Mcknight and Clark"
Wendy,Frederick,1995/12/17,2018/02/17,52,1974,AZ,softball,"Brown, Vasquez and Sanchez"
Thomas,Gilbert,1995/01/13,2018/03/27,74,1979,GA,softball,"Smith, Torres and Matthews"
Katie,Woods,1993/12/08,2018/10/29,99,1975,CA,softball,Hunter Ltd
David,Sanders,1996/07/13,2018/02/07,97,1983,VA,softball,Peterson and Sons
Kimberly,Hurley,1993/11/29,2018/07/17,53,1971,ND,softball,"Kelley, Gilbert and Jackson"
Joshua,Shaw,1998/07/30,2018/05/12,67,1978,RI,softball,Bruce Inc
Nicole,Allen,1985/07/04,2018/01/19,44,1984,WA,softball,Parker Group
Laura,Aguirre,1987/06/28,2018/12/21,73,1986,TN,softball,Rivera-Morrow
Victoria,Gomez,1986/04/10,2018/08/29,41,1981,AL,softball,Keller Group
Jonathon,Fritz,1994/01/31,2018/09/04,91,1983,AK,softball,Bruce Inc
Holly,Barron,1985/05/29,2018/07/14,59,1979,AK,softball,Rivera-Morrow
Karen,Cruz,1991/12/24,2018/10/17,74,1973,VA,softball,"Mullen, Huffman and Vasquez"
Matthew,Evans,1996/07/08,2018/02/20,56,1972,IL,softball,Keller Group
Elizabeth,Lopez,1978/07/30,2018/02/22,98,1976,MA,softball,Hunter Ltd
Tanner,Crawford,1997/05/23,2018/12/30,52,1991,AZ,softball,"Mullen, Huffman and Vasquez"
Jennifer,Downs,1992/05/18,2019/01/03,93,1989,VA,softball,Williams-Stephenson
Caleb,Barr,1993/10/06,2018/06/08,51,1992,NV,softball,"Kelley, Gilbert and Jackson"
Shannon,Harmon,1976/01/01,2018/07/31,41,1974,MT,softball,Williams-Stephenson
Erika,Farrell,1992/04/20,2018/02/03,70,1975,KY,softball,Scott and Sons
William,George,1990/06/21,2018/03/09,33,1985,MO,softball,Scott and Sons
Tracey,Davis,1986/11/06,2018/07/01,79,1970,VT,softball,"Martin, Mcknight and Clark"
Scott,Coffey,1994/03/16,2018/03/19,50,1988,MN,softball,Williams-Stephenson
Eric,Oconnor,1997/09/06,2019/01/05,64,1978,MO,softball,Taylor-Alvarez
Deborah,Mitchell,1977/11/07,2018/04/03,37,1973,AK,softball,"Martin, Mcknight and Clark"
Matthew,Morris,1993/12/31,2018/12/10,31,1987,GA,softball,"Alvarez, Schaefer and Robertson"
Susan,Cox,1994/01/11,2018/09/01,69,1977,FL,softball,Parker Group
Margaret,Perez,1974/04/15,2018/03/05,54,1972,GA,softball,"Smith, Torres and Matthews"
James,Adams,1996/01/26,2018/08/18,88,1990,ND,softball,Hunter Ltd
Ashley,Kelly,1985/01/22,2018/05/19,76,1984,MS,softball,Parker Group
Nicole,Lopez,1989/04/09,2018/02/20,86,1973,NY,softball,Pearson Group
Christopher,Shea,1998/04/01,2018/07/23,30,1997,FL,softball,Rivera Ltd
Kimberly,Saunders,1996/08/12,2018/07/05,96,1974,PA,softball,Parker Group
Jennifer,Gross,1988/09/11,2018/11/22,83,1970,DE,softball,Mcdonald Inc
Craig,Cooper,1997/08/15,2018/07/31,66,1976,KS,softball,"Smith, Torres and Matthews"
Janet,Mercado,1984/11/26,2018/04/23,30,1972,MA,softball,Mcdonald Inc
Brenda,Mccormick,1990/05/19,2018/05/28,64,1985,TN,softball,Williams-Stephenson
Amanda,Thomas,1986/12/24,2018/11/06,48,1974,NM,softball,Peterson and Sons
Mark,Grant,1981/04/19,2018/03/07,70,1976,OR,softball,Mcdonald Inc
Hannah,Jackson,1983/03/24,2018/03/09,87,1973,MN,softball,Pearson Group
Crystal,Harris,1997/10/13,2018/01/29,85,1991,CA,softball,Scott and Sons
Jon,Jones,1995/09/24,2018/09/25,44,1992,ND,softball,"Brown, Vasquez and Sanchez"
Julie,Bryant,1985/08/31,2018/06/22,45,1981,OK,softball,"Brown, Vasquez and Sanchez"
Jeffrey,Johnson,1997/08/20,2018/04/12,62,1996,RI,softball,"Jackson, Carlson and Contreras"
Kimberly,Morales,1997/07/02,2018/11/17,91,1974,LA,softball,Williams-Stephenson
Robert,Wilson,1987/10/30,2018/05/26,65,1982,AL,softball,Bruce Inc
Jonathan,Lewis,1997/08/21,2018/01/15,35,1988,MS,softball,"Smith, Torres and Matthews"
William,Ford,1984/06/17,2018/09/06,70,1980,AL,softball,Scott and Sons
Kevin,Mason,1982/02/27,2018/07/03,98,1979,MA,softball,Scott and Sons
Emily,Smith,1981/07/15,2018/01/09,92,1977,GA,softball,Taylor-Alvarez
Lauren,Clark,1977/05/11,2018/06/12,64,1975,NV,softball,"Kelley, Gilbert and Jackson"
James,Maldonado,1995/06/26,2018/06/10,96,1986,NC,softball,"Jackson, Carlson and Contreras"
Maria,Brock,1977/10/04,2018/03/30,85,1972,AK,softball,Bruce Inc
Phillip,Parsons,1996/05/05,2018/12/01,33,1980,OH,softball,Taylor-Alvarez
Brianna,Castro,1972/07/02,2018/08/23,77,1971,TN,softball,"Hopkins, Barnes and Ward"
Pamela,Golden,1982/06/22,2018/01/19,70,1971,OH,softball,Pearson Group
Kristen,Sutton,1991/12/05,2018/07/02,49,1979,FL,softball,"Martin, Mcknight and Clark"
Teresa,Jackson,1994/04/25,2018/09/03,30,1987,OR,softball,"Hopkins, Barnes and Ward"
Richard,Coleman,1989/03/03,2018/04/29,42,1987,MT,softball,Peterson and Sons
Kenneth,Williams,1981/01/22,2018/10/02,47,1981,PA,softball,Scott and Sons
Crystal,Hernandez,1998/05/11,2018/01/18,56,1993,MT,softball,"Jackson, Carlson and Contreras"
Amanda,Herrera,1985/09/19,2018/07/30,61,1975,NY,softball,Taylor-Alvarez
Tonya,Miller,1997/11/10,2018/03/30,36,1971,TX,softball,Mcdonald Inc
Dawn,Ortiz,1998/09/17,2018/07/15,33,1991,ID,softball,Scott and Sons
Jessica,Green,1998/06/30,2018/11/12,55,1973,MI,softball,Scott and Sons
Sarah,Stevens,1993/10/08,2018/01/24,38,1984,CA,softball,Williams-Stephenson
Kevin,Dodson,1992/01/22,2018/12/07,68,1977,IA,softball,Parker Group
Ryan,Ballard,1988/01/27,2018/01/20,37,1987,LA,softball,"Brown, Vasquez and Sanchez"
Michael,Allen,1972/09/23,2018/10/10,83,1971,VA,softball,
Darren,Miller,1990/05/21,2018/10/04,55,1974,TX,softball,Hunter Ltd
Martha,Johnson,1986/12/15,2018/07/31,56,1978,NC,softball,"Martin, Mcknight and Clark"
Alex,Tapia,1994/07/04,2019/01/05,93,1993,CT,softball,"Kelley, Gilbert and Jackson"
Jay,Davis,1978/08/18,2018/03/03,34,1975,LA,softball,Williams-Stephenson
Mr.,Anthony Olson,1983/01/02,2018/06/28,78,1971,MS,softball,Peterson and Sons
Daniel,Cole,1986/01/12,2018/11/23,93,1982,IL,softball,Mcdonald Inc
James,Harris,1975/10/10,2018/08/09,75,1972,CA,softball,Peterson and Sons
Alan,Lee,1997/10/16,2018/02/06,87,1976,NJ,softball,Scott and Sons
Darlene,Mcguire,1996/02/22,2018/01/22,63,1978,HI,softball,"Hopkins, Barnes and Ward"
Sarah,Mckay,1983/12/23,2018/03/14,32,1977,IA,softball,Hunter Ltd
Stephanie,Smith,1995/03/27,2018/10/12,60,1979,OR,softball,Rivera-Morrow
Kim,Collier,1993/02/09,2018/06/09,35,1989,SC,softball,Keller Group
Steven,Meadows,1991/08/03,2018/08/27,58,1980,SC,softball,"Mullen, Huffman and Vasquez"
Christina,Nicholson,1979/06/28,2018/10/27,43,1975,IL,softball,Parker Group
Zachary,Lawrence,1979/02/02,2018/06/22,64,1978,MS,softball,Rivera-Morrow
James,Taylor,1997/08/23,2018/06/16,86,1984,MI,softball,"Jackson, Carlson and Contreras"
Scott,Smith,1993/06/11,2018/05/04,33,1978,GA,softball,
Christopher,Velez,1983/08/11,2018/03/06,67,1971,MD,softball,Williams-Stephenson
Linda,Ward,1993/05/13,2018/02/14,35,1992,NJ,softball,Rivera-Morrow
Rebecca,Sanchez,1992/08/20,2018/03/01,42,1987,MS,softball,Bruce Inc
Kendra,Diaz,1980/07/12,2018/07/30,95,1970,KS,softball,Mcdonald Inc
Samuel,Manning,1996/11/23,2018/04/28,51,1989,NJ,softball,"Jackson, Carlson and Contreras"
Christy,Lang,1987/03/23,2018/09/03,91,1974,ME,softball,"Jackson, Carlson and Contreras"
Ryan,Boyd,1991/07/13,2018/02/22,52,1982,ND,softball,
Mark,Ortega,1989/06/13,2018/05/12,30,1985,OH,softball,
Amanda,Rogers,1990/02/07,2018/02/22,67,1987,ID,softball,"Kelley, Gilbert and Jackson"
Dana,Obrien,1994/05/10,2018/08/14,36,1973,IA,softball,Bruce Inc
Joshua,Thomas,1986/11/20,2018/12/08,66,1985,NC,softball,"Jackson, Carlson and Contreras"
Willie,Crawford,1993/08/28,2018/08/30,76,1972,KS,softball,"Hopkins, Barnes and Ward"
Justin,Norton,1997/08/20,2018/01/28,79,1982,ND,softball,Peterson and Sons
Chad,Miles,1991/10/15,2018/06/29,91,1975,UT,softball,Pearson Group
Frank,Peterson,1991/11/11,2018/01/21,74,1974,WA,softball,Hunter Ltd
Kevin,Carroll,1981/12/20,2018/03/19,80,1979,ID,softball,"Hopkins, Barnes and Ward"
Cheryl,Mays,1995/10/22,2018/06/13,34,1994,VA,softball,"Hopkins, Barnes and Ward"
Timothy,Henderson,1973/03/07,2018/05/27,94,1972,ME,softball,"Smith, Torres and Matthews"
Meghan,Jones,1994/04/18,2018/09/12,32,1979,DE,softball,"Kelley, Gilbert and Jackson"
Rachel,Murray,1991/09/27,2018/05/10,53,1989,NH,softball,"Jackson, Carlson and Contreras"
Angela,Torres,1983/03/06,2018/09/06,58,1980,NV,softball,"Martin, Mcknight and Clark"
Keith,Fisher,1986/04/24,2018/12/26,86,1980,UT,softball,"Jackson, Carlson and Contreras"
Justin,Sanchez,1984/02/14,2018/03/04,51,1976,NM,softball,Pearson Group
Kenneth,Klein,1990/09/09,2018/04/25,43,1977,VT,softball,Keller Group
Sarah,Navarro,1991/11/05,2018/11/21,77,1979,GA,softball,"Martin, Mcknight and Clark"
Janice,Daniels,1990/01/07,2018/11/08,73,1981,RI,softball,"Brown, Vasquez and Sanchez"
David,Sharp,1993/04/12,2018/07/10,79,1975,OH,softball,Parker Group
Heidi,Keller,1996/06/11,2018/10/01,38,1978,TN,softball,"Smith, Torres and Matthews"
Mackenzie,Carroll,1989/11/17,2018/11/26,89,1982,MS,softball,"Jackson, Carlson and Contreras"
Kelly,Bell MD,1994/02/02,2018/09/29,71,1980,PA,softball,"Hopkins, Barnes and Ward"
Ariel,Moses,1993/11/03,2018/05/27,60,1987,NM,softball,
Julie,Leon MD,1995/07/27,2018/07/29,67,1975,WV,softball,Keller Group
Kimberly,Carter,1992/07/04,2018/11/16,82,1991,UT,softball,Scott and Sons
Christopher,Dawson,1991/09/20,2018/11/29,52,1974,NM,softball,Rivera-Morrow
Robert,Davis,1992/10/08,2018/03/28,76,1992,KS,softball,"Smith, Torres and Matthews"
Taylor,James,1991/04/16,2018/05/07,51,1978,MI,softball,Rivera Ltd
Ashlee,Martinez,1991/12/12,2018/01/31,41,1985,MO,softball,"Martin, Mcknight and Clark"
Jason,Murray,1972/05/23,2018/06/13,53,1971,NY,softball,"Kelley, Gilbert and Jackson"
Jennifer,Ward,1990/06/10,2018/01/22,98,1984,AK,softball,"Kelley, Gilbert and Jackson"
Jessica,Barnes MD,1994/03/16,2018/05/27,67,1981,HI,softball,"Mullen, Huffman and Vasquez"
Diane,Delgado,1974/01/17,2018/06/05,50,1971,IA,softball,Bruce Inc
James,Turner,1988/07/16,2018/03/20,48,1973,OH,softball,Parker Group
Leah,Hendricks,1997/06/10,2018/01/16,88,1981,IA,softball,Pearson Group
